,Location
1208,"Hyderabad, India"
1209,"Chhattisgarh, India"
1210,Chhattisgarh | Delhi | India
1211,India
1212,SHAHJAHANPUR
1213,"Karachi, Pakistan"
1214,India
1215,"Ambala, India"
1216,India
1217,Jharkhand
1218,"Pretoria, South Africa"
1219,"Doboka, India"
1220,"Ambala, India"
1221,"vypin, kochi"
1222,"बिड़ीयाड़, मकराना"
1223,"Doboka, India"
1224,"Aurangabad, India"
1225,Varanasi
1226,Pakistan
1227,"नरसापुर, Narsapur"
1228,India
1229,"Allahabad, India"
1230,"Hyderabad, India"
1231,Rajod
1232,"Amritsar, India"
1233,"Delhi, India"
1234,"Delhi, India"
1235,Ghar Pe 😌
1236,"Barpeta, India"
1237,"Haridwar, India"
1238,"Chandigarh, India"
1239,"Kampala, Uganda"
1240,"Hyderabad, India"
1241,India
1242,ghaziabad 
1243,बछड़ावदा धार मप्र
1244,Dholpur
1245,"Kishanganj, India"
1246,Varanasi
1247,"Rajasthan, India"
1248,"Leigh on Sea, Essex, England."
1249,"bangalore, jhunjhunu"
1250,Nee Gundello
1251,Washington D.C
1252,India 
1253,"ملتان, پاکستان"
1254,Ujjain M.P.
1255,"Cosmos,Porpoise Galaxy "
1256,"Bikaner, India"
1257,planet earth
1258,"Delhi, India"
1259,twitter university
1260,"Godda, India"
1261,Buxar
1262,"Pathankot, India"
1263,sasaram 
1264,"Limerick, Ireland"
1265,"Amritsar, India"
1266,"Supaul, India"
1267,"Delhi, India"
1268,"New Delhi, India"
1269,INDIAN
1270,Gairsain & Dehradun - UK
1271,"San Francisco , USA"
1272,"Rampur , Uttar Pradesh, India"
1273,"Jamshedpur, India"
1274,"INDIA, UP, Sitapur 🇮🇳"
1275,"Offaly, Ireland"
1276,"Gujarat, India"
1277,"Bhopal, India"
1278,"Bengaluru, India"
1279,"Jaipur, India"
1280,Jeypore
1281,"Chhattisgarh, India"
1282,"Amritsar, India"
1283,Lancashire 
1284,India
1285,Cairns Australia
1286,India
1287,"New Delhi, India"
1288,India
1289,"England, United Kingdom"
1290,"Jamshedpur, India"
1291,"Pauri Garhwal,Uttrakhand"
1292,bhilai
1293,"Gudamalani, India"
1294,Jammu ! Delhi !
1295,"Beijing, China"
1296,Gairsain & Dehradun - UK
1297,"Lagos, Nigeria"
1298,"Kishanganj, India"
1299,"Junagadh, India"
1300,"Jharkhand, India"
1301,"Amritsar,Punjab, India"
1302,Faridkot
1303,Mumbai
1304,"Jharkhand, India"
1305,"West Singhbhum, Jharkhand"
1306,"Sonipat, India"
1307,"Bhopal, India"
1308,Varanasi
1309,"Cape Town, South Africa"
1310,n o m a d i c
1311,"Jaipur, India"
1312,"Chandigarh, India"
1313,"बिड़ीयाड़, मकराना"
1314,54/3 J-2-B sangam vihar N.D=80
1315,"New Delhi, India"
1316,"Chhattisgarh, India"
1317,bed or kitchen
1318,"Madhya Pradesh, India"
1319,"बिड़ीयाड़, मकराना"
1320,Dholpur
1321,eptx | phx
1322,Harishchandrapur
1323,"Madhya Pradesh, India"
1324,Ghar Pe 😌
1325,"Doha,Qatar"
1326,"Lucknow, City of Nawabs"
1327,"Odisha, India"
1328,"Nairobi, Kenya"
1329,"Doboka, India"
1330,"Jharkhand, India"
1331,at the studio
1332,"Jharkhand, India"
1333,"Zansker,ladakh, India"
1334,"Bhopal, India"
1335,"Windhoek, Namibia"
1336,India
1337,Varanasi
1338,"Amritsar, India"
1339,"Lucknow, City of Nawabs"
1340,Visit our dedicated website @
1341,"Amritsar,Punjab, India"
1342,"Pauri Garhwal,Uttrakhand"
1343,India
1344,"नई दिल्ली, भारत"
1345,"Dehradun, India"
1346,Here
1347,"Bhopal, India"
1348,"Varca,Goa"
1349,"आंध्र प्रदेश, भारत"
1350,"Bhiwani, India"
1351,Mumbai
1352,Ghar Pe 😌
1353,"BHU Varanasi, India"
1354,"Jamshedpur, India"
1355,"Doboka, India"
1356,"Attiki, Greece"
1357,rajnadgaon
1358,"5 A, Raisina Road, New Delhi"
1359,"West Singhbhum, Jharkhand"
1360,Australia
1361,"Beverley, England"
1362,India
1363,Ujjain M.P.
1364,.
1365,"Gujarat, India"
1366,India
1367,Faridkot
1368,"Patna, India"
1369,"Bhiwani, India"
1370,Mumbai
1371,rajnadgaon
1372,"Jaipur, India"
1373,Berlin
1374,"Amritsar, India"
1375,La La Land
1376,Mumbai
1377,Varanasi
1378,Dhanbad
1379,"Noida, India"
1380,"Maharashtra, India"
1381,"Ahmadabad City, India"
1382,"Bulandshahr, India"
1383,Ujjain M.P.
1384,"Tezpur, India"
1385,"Bhopal, India"
1386,Your mama’s home
1387,"Hyderabad, India"
1388,"Barpeta, India"
1389,"Chittorgarh,Rajasthan"
1390,"Indore,India"
1391,"Aurangabad, India"
1392,", "
1393,"Doboka, India"
1394,"Rajasthan, India"
1395,भारत
1396,"Bengaluru, India"
1397,"Rajasthan, India"
1398,"t matter"", "
1399,"West Singhbhum, Jharkhand"
1400,"Amritsar, India"
1401,Rajod
1402,Pen Island
1403,Namibia
1404,"Dehradun, India"
1405,"Greater Noida ,Uttar Pradesh"
1406,"Allahabad, India"
1407,"Doboka, India"
1408,Iran
1409,"Chhattisgarh, India"
1410,India Bengaluru
1411,"Lungsod ng Tagum, Rehiyon ng D"
1412,"Kampala, Uganda"
1413,"Manipur, India"
1414,Varanasi
1415,"Los Angeles, CA"
1416,"Doboka, India"
1417,"5 A, Raisina Road, New Delhi"
1418,"Lucknow, City of Nawabs"
1419,"Bhavnagar, India"
1420,", "
1421,"Indore,India"
1422,"Gudamalani, India"
1423,"Amritsar, India"
1424,In The Captivity of Negativity
1425,Guru Tej Bahadur Nagar
1426,"Dallas, TX"
1427,Rohtak
1428,Varanasi
1429,"Darbhanga, Madhubani ( Bihar)"
1430,Rajod
1431,"Amritsar, India"
1432,Belgique
1433,"Zansker,ladakh, India"
1434,India
1435,"Pretoria, South Africa"
1436,"New Delhi, India"
1437,"Rampur , Uttar Pradesh, India"
1438,"Okeeke Urban, Namibia"
1439,"London, United Kingdom"
1440,ghaziabad 
1441,Budapest
1442,Dholpur
1443,Africa
1444,Rajod
1445,"Pauri Garhwal,Uttrakhand"
1446,Egypt
1447,Rajod
1448,More than 2m/6ft away from you
1449,"RANCHI, JHARKHAND"
1450,"Amritsar, India"
1451,Nairobi
1452,"Kodur, India"
1453,"Jharkhand, India"
1454,"Gurgaon, India"
1455,"Dehradun, India"
1456,"Melbourne, Australia"
1457,"Doboka, India"
1458,"Haridwar, India"
1459,"Sirohi, India"
1460,"Jharkhand, India"
1461,"Malang, Jawa Timur"
1462,Berla ( Bemetara ) Chhattisgar
1463,"Jamshedpur, India"
1464,Rajod
1465,"Punjab, India"
1466,buxar(bihar)
1467,"Ambala, India"
1468,"Jharkhand, India"
1469,Ujjain M.P.
1470,"Greater Noida ,Uttar Pradesh"
1471,"Tezpur, India"
1472,"Pauri Garhwal,Uttrakhand"
1473,"Bengaluru South, India"
1474,"नई दिल्ली, भारत"
1475,"Haryana, India"
1476,"Chennai, India"
1477,balay
1478,Varanasi
1479,"Gudamalani, India"
1480,"Amritsar, India"
1481,"Bhavnagar, India"
1482,"Rajahmundry, India"
1483,"katni , Madhya Pradesh, India"
1484,"Doboka, India"
1485,"BHU Varanasi, India"
1486,"Jammu, J&K, India"
1487,"Godda, India"
1488,Ujjain M.P.
1489,"Vidisha, India"
1490,worldwide. 
1491,"Jammu, J&K, India"
1492,Jharkhand
1493,New Delhi
1494,"Gujarat, India"
1495,Allahabad
1496,"Lahore, Pakistan"
1497,"Rajahmundry, India"
1498,"Bengaluru, India"
1499,New Delhi 
1500,"Haryana, India"
1501,India
1502,"Jharkhand, India"
1503,Jharkhand
1504,Rajod
1505,United Kingdom
1506,"Mumbai, India"
1507,Chattisgarh
1508,Let’s go see the world 🌅🌄
1509,"Mumbai, India"
1510,"Ghaziabad, India"
1511,"Godda, India"
1512,Jaisalmer | Ajmer | Jaipur
1513,Jharkhand
1514,Tezpur University Assam
1515,"Surat, India"
1516,"New Delhi, India"
1517,"Chittaurgarh, India"
1518,"Surat, India"
1519,CuckVille
1520,Telangana 
1521,"Amritsar, India"
1522,"Chittorgarh,Rajasthan"
1523,Bengaluru.Hindustan.Multiverse
1524,"Ahemadabad, Gujarat India"
1525,"Gujarat, India"
1526,@alexisseliza
1527,delhi
1528,"Haryana, India"
1529,"Bhavnagar, India"
1530,"Bareilly, India"
1531,India
1532,"Doboka, India"
1533,Rajod
1534,"Aurangabad, India"
1535,"Jharkhand, India"
1536,"Brooklyn, NY"
1537,Jaisalmer | Ajmer | Jaipur
1538,Tezpur University Assam
1539,"Bihar, India"
1540,"Madhya Pradesh, India"
1541,"Zansker,ladakh, India"
1542,Dholpur
1543,Ujjain M.P.
1544,Rohtak
1545,"Bhavnagar, India"
1546,"Punjab, India"
1547,Varanasi
1548,Rohtak
1549,"Sutton, London"
1550,Ujjain M.P.
1551,"Johannesburg, South Africa"
1552,Chattisgarh
1553,"Uttar Pradesh, India"
1554,"Mombasa, Kenya"
1555,"Lucknow, India"
1556,"Baghpat , Uttar Pradesh"
1557,"New Delhi, India"
1558,"Jharkhand, India"
1559,"Vidisha, India"
1560,Punjab
1561,Uttar Pradesh
1562,"Darenth, South East"
1563,"Rajasthan, India"
1564,india
1565,"Greater Noida, India"
1566,"Jharkhand, India"
1567,"New Delhi, India"
1568,"Godda, India"
1569,Stalking @burckson_jude
1570,India
1571,"Bhavnagar, India"
1572,Buxar
1573,AKHAND BHARAT
1574,ODISHA..KJR
1575,"Bhopal, India"
1576,Faisalabad
1577,"Pauri Garhwal,Uttrakhand"
1578,"Nairobi, Kenya"
1579,"GY, Nkowa2, Soweto, Sandton."
1580,Hawa may 
1581,"Aurangabad, India"
1582,"Howrah, Haora"
1583,"Amritsar, India"
1584,"New Delhi, India"
1585,"England, United Kingdom"
1586,Mumbai
1587,"Punjab, India"
1588,earth
1589,"London, England"
1590,"Bhopal, India"
1591,"Ahmadabad City, India"
1592,आत्माओं की दुनिया 
1593,"Darbhanga, Madhubani ( Bihar)"
1594,"Gujarat, India"
1595,India
1596,"Danktown, Tokyo"
1597,rajnadgaon
1598,"Derry, Northern Ireland"
1599,"Aurangabad, India"
1600,"Buxar, India"
1601,"Zansker,ladakh, India"
1602,"Jharkhand, India"
1603,"Denver, CO"
1604,"New Delhi, India"
1605,"Gudamalani, India"
1606,have at you.
1607,India
1608,"Hyderabad,Chevella,India"
1609,India
1610,"Bengaluru South, India"
1611,Varanasi
1612,India
1613,"Bhavnagar, India"
1614,under Roy Mustang’s bed
1615,"Gujarat, India"
1616,"Bengaluru South, India"
1617,"Vancouver, British Columbia"
1618,MARDAN KPK
1619,New Delhi
1620,Buncrana
1621,AKHAND BHARAT
1622,Delhi
1623,"Jammu, J&K, India"
1624,"Chhattisgarh, India"
1625,"Tamil Nadu, India"
1626,"Sulawesi Utara, Indonesia"
1627,"Narnaul, India"
1628,lslamabad
1629,"Aurangabad, India"
1630,India
1631,"Amritsar, India"
1632,"Pauri Garhwal,Uttrakhand"
1633,Telangana 
1634,Varanasi
1635,"West Bengal, India"
1636,London
1637,Ranchi
1638,"Ghaziabad, India"
1639,"Jharkhand, India"
1640,"Malda , West Bengal"
1641,"Lucknow, India"
1642,Davangere
1643,"Kolkata, India"
1644,"Liverpool, UK"
1645,Jaipur 
1646,"Bahadurgarh, India"
1647,BEAWAR-305901(rajasthan)
1648,India
1649,India
1650,"Jharkhand, India"
1651,"Asansol, India"
1652,"Indore, India"
1653,"Bengaluru, India"
1654,"Hyderabad, Bharat"
1655,"Aurangabad, India"
1656,"Lucknow, India"
1657,Jaisalmer | Ajmer | Jaipur
1658,AKHAND BHARAT
1659,"Dehradun, India"
1660,"नई दिल्ली, भारत"
1661,"Kilifi,kenya"
1662,Motherland
1663,United Kingdom
1664,"Warangal,Telangana   "
1665,"Orlando, FL"
1666,"Jharkhand, India"
1667,نامعلوم آباد 
1668,Egypt
1669,"Cape Town, South Africa"
1670,"Dehradun, India"
1671,India
1672,"Hyderabad, India"
1673,Europe
1674,"Hyderabad,Chevella,India"
1675,"Cape Town, South Africa"
1676,"Doboka, India"
1677,"Bulandshahr, India"
1678,"Cavite City, Calabarzon"
1679,k r pete
1680,"London, England"
1681,Gurgaon
1682,raipur Chhattisgarh
1683,Varanasi
1684,"Jharkhand, India"
1685,Germany 
1686,"Lahore, Pakistan"
1687,"Gujarat, India"
1688,"Pretoria, South Africa"
1689,RU Jaipur
1690,"Bihar, India"
1691,भारत
1692,"Jharkhand, India"
1693,United Kingdom
1694,"Hyderabad, India"
1695,"Chharra Rafatpur, India"
1696,Kenya
1697,"Kanpur, India"
1698,"Aurangabad, India"
1699,#YOUARELOVED #Bewarethemagic
1700,"Uttar Pradesh, India"
1701,"Karnataka, India"
1702,"Mosul, Iraq"
1703,"Bengaluru, India"
1704,Honeymoon Ave.
1705,", "
1706,"England, United Kingdom"
1707,Chhattisgarh | Delhi | India
1708,citizen of Zion
1709,Varanasi
1710,"Jharkhand, India"
1711,"Darbhanga, Madhubani ( Bihar)"
1712,Peshawar Afghanistan
1713,"Jharkhand, India"
1714,"Gujarat, India"
1715,Suriname
1716,"Jamshedpur, India"
1717,India
1718,rajnadgaon
1719,لبنان
1720,"Haryana, India"
1721,Champagne
1722,"Bahadurgarh, India"
1723,"Gujarat, India"
1724,Sri Lanka
1725,Nairobi Finest.
1726,Ujjain M.P.
1727,"Allahabad, India"
1728,Tezpur University Assam
1729,", "
1730,Canberra
1731,"West Singhbhum, Jharkhand"
1732,"Bihar, India"
1733,Uttrakhand
1734,Ujjain M.P.
1735,"Karachi, Pakistan"
1736,N Delhi 
1737,"Chittorgarh,Rajasthan"
1738,India
1739,"Jharkhand, India"
1740,"Ambikapur, chhattisgarh"
1741,India
1742,"Chhattisgarh, India"
1743,"Bhavnagar, India"
1744,"São Paulo, Brasil"
1745,Cape Town (South-Africa)
1746,Lahore-Pakistan 
1747,"Rwp, Pakistan"
1748,"Odisha, India"
1749,Japan
1750,rajnadgaon
1751,Patna
1752,"Amritsar, India"
1753,"Aurangabad, India"
1754,"New Delhi, India"
1755,"Beirut, Lebanon"
1756,"Aurangabad, India"
1757,jaipur rajasthan 
1758,"Jamshedpur, India"
1759,"Sector 49, Noida"
1760,"Gudamalani, India"
1761,"Gudamalani, India"
1762,"Surat, India"
1763,"Windhoek, Namibia."
1764,why’d you wanna know? 🤷🏾\u200d♂️ 
1765,"Sector 49, Noida"
1766,vizag
1767,Mumbai 
1768,"Naval, Eastern Visayas"
1769,India
1770,"Mangaldai , Assam"
1771,"Indore, India"
1772,"Baghpat , Uttar Pradesh"
1773,Manchester england
1774,India
1775,"Haryana, India"
1776,"Kissimmee, FL"
1777,"Aurangabad, India"
1778,"Dongargarh, India"
1779,"Madhya Pradesh, India"
1780,Germany
1781,"Habibpur, Sahibganj Jharkhand "
1782,"Surat, India"
1783,Chhattisgarh | Delhi | India
1784,"Chhattisgarh, India"
1785,"Mangaldai , Assam"
1786,Mumbai
1787,Kottayam-Kerala-India
1788,"Aurangabad, India"
1789,Nearby
1790,"New Delhi, India"
1791,"Giridih, India"
1792,Centurion
1793,Uttrakhand
1794,Israel
1795,"Melbourne, Australia"
1796,Prayagraj
1797,"Kodur, India"
1798,"Aurangabad, India"
1799,"Fife, Scotland, Europe"
1800,🇵🇭
1801,"Chharra Rafatpur, India"
1802,"Rajahmundry, India"
1803,"Surat, India"
1804,Bangalore
1805,"Patna, India"
1806,"Zansker,ladakh, India"
1807,New Delhi| Patna | Kishanganj
1808,"Jericho, NY"
1809,"नई दिल्ली, भारत"
1810,"Zansker,ladakh, India"
1811,"کراچی, پاکستان"
1812,hahaha
1813,"Aurangabad, India"
1814,PB56 x Norway
1815,Dreux
1816,"Giridih, India"
1817,Lucknow 
1818,"Amritsar, India"
1819,Jaisalmer | Ajmer | Jaipur
1820,"Dongargarh, India"
1821,"Chhattisgarh, India"
1822,Chhattisgarh | Delhi | India
1823,"Chhattisgarh, India"
1824,"Ambala, India"
1825,"Jharkhand, India"
1826,Globe Trotter
1827,"Mombasa, Kenya"
1828,"Bhopal, India"
1829,Bijnor
1830,Jaisalmer | Ajmer | Jaipur
1831,India
1832,"Asansol, India"
1833,"Chittorgarh,Rajasthan"
1834,"Sialkot, Pakistan"
1835,"Jharkhand, India"
1836,"New Delhi, India"
1837,"Amsterdam, Nederland"
1838,"Kolkata, India"
1839,"Bhavnagar, India"
1840,"Bhopal, India"
1841,"Amritsar, India"
1842,New Delhi
1843,"Aurangabad, India"
1844,Somewhere in the world
1845,"Kolkata, India"
1846,"Aurangabad, India"
1847,Malaysia
1848,India
1849,rahim yar khan
1850,"Aurangabad, India"
1851,"Bhavnagar, India"
1852,"Jaipur, India"
1853,indonesia
1854,Idk Where
1855,Bijnor
1856,New delhi 
1857,Varanasi
1858,she/her
1859,"Pauri Garhwal,Uttrakhand"
1860,"Odisha, India"
1861,Chhattisgarh | Delhi | India
1862,raipur Chhattisgarh
1863,"Odisha, India"
1864,Jaisalmer | Ajmer | Jaipur
1865,India
1866,"कानपुर शहर, गोरखपुर"
1867,Abuja || Uyo
1868,"Baghpat , Uttar Pradesh"
1869,Varanasi
1870,she/her
1871,"patna, Bihar"
1872,"Baghpat , Uttar Pradesh"
1873,India
1874,"s heart"", "
1875,"Jharkhand, India"
1876,India
1877,India
1878,Limitless🔥🔥🔥🔥
1879,UK
1880,Indonesia
1881,"vypin, kochi"
1882,India
1883,"Pauri Garhwal,Uttrakhand"
1884,"Surat, India"
1885,"Uttar Pradesh, India"
1886,"Rajasthan, India"
1887,India
1888,Nairobi
1889,"Lahore, Pakistan"
1890,India
1891,"Rajasthan, India"
1892,"Semey,Kazak"
1893,New delhi 
1894,Srinagar
1895,Northern NSW
1896,rajnadgaon
1897,Malaysia
1898,"Darbhanga, Madhubani ( Bihar)"
1899,"Siwan, India"
1900,"Zansker,ladakh, India"
1901,"California, USA"
1902,"महराजगंज,युपी,भारत"
1903,"Ely, Cambridgeshire, UK"
1904,"Surat, India"
1905,Mumbai
1906,"Jaipur, India"
1907,New Delhi
1908,hopefully nyc 
1909,"Kalyanpur Kanpur, Kanpur"
1910,"Surat, India"
1911,"New Delhi, India"
1912,New Delhi
1913,"Darbhanga, Madhubani ( Bihar)"
1914,"Kolkata, India"
1915,"Jamshedpur, India"
1916,"Jaipur, India"
1917,"Darbhanga, Madhubani ( Bihar)"
1918,", "
1919,"Ranchi, India"
1920,Berla ( Bemetara ) Chhattisgar
1921,"Darbhanga, Madhubani ( Bihar)"
1922,"Guwahati, Nagaon, Assam"
1923,New delhi 
1924,"Mumbai, India"
1925,ᴏᴜᴛꜱɪᴅᴇ
1926,India
1927,"Aurangabad, India"
1928,"Himachal Pradesh, India"
1929,🏡 East Rand  | 📍Pretoria 
1930,"Surat, India"
1931,"Gandhi Nagar, Gujrat"
1932,"Borgosesia, Piemonte"
1933,"Himachal Pradesh, India"
1934,"Surat, India"
1935,"Bihar, India"
1936,Kenya
1937,Chattisgarh
1938,"Boston, MA"
1939,Hyderabad
1940,where the hills are alive
1941,"વડોદરા, भारत"
1942,"Bhavnagar, India"
1943,India
1944,Nibiru
1945,"Himachal Pradesh, India"
1946,"Amritsar, India"
1947,"Surat, India"
1948, Vadodara  
1949,"m totally a girl pls bro"", "
1950,"Hyderabad, India"
1951,Chattisgarh
1952,Apne Ghr Se 
1953,India
1954,"Himachal Pradesh, India"
1955,🇽🇰
1956,"Bhilai, India"
1957,Chattisgarh
1958,"Bihar, India"
1959,"Vidisha, India"
1960,"Amritsar, India"
1961,"Bihar, India"
1962,"Bihar, India"
1963,"Haryana, India"
1964,"St. Louis, MO"
1965,"Udupi, India"
1966,"Vidisha, India"
1967,"Bihar, India"
1968,"Thane West, Thane"
1969,Aurangabad
1970,Barcelona + Global
1971,"Aurangabad, India"
1972,"Patna, India"
1973,"Newcastle Upon Tyne, England"
1974,"Bhavnagar, India"
1975,"Dhar, India"
1976,"Mangaldai , Assam"
1977,"Surat, India"
1978,Ranchi
1979,Los Santos
1980,Chattisgarh
1981,"पनकी, कानपुर"
1982,"Aurangabad, India"
1983,"West Singhbhum, Jharkhand"
1984,"Etawah, India"
1985,"Haryana, India"
1986,south london girl
1987,"5 A, Raisina Road, New Delhi"
1988,"Surat, India"
1989,Delhi
1990,"Chittorgarh,Rajasthan"
1991,where the money is 
1992,"Vidisha, India"
1993,🐇 data/translations in ❤
1994,"Bengaluru, India"
1995,"Ranchi, India"
1996,India
1997,"Sirohi, India"
1998,raipur Chhattisgarh
1999,"Manipur, India"
2000,"Gurgaon, India"
2001,"Mangaldai , Assam"
2002,India
2003,"Cuddapah, India"
2004,Ahmedabad
2005,"Surat, India"
2006,"Haridwar, India"
2007,"Chhattisgarh, India"
2008,India
2009,Chattisgarh
2010,Delhi
2011,Ujjain M.P.
2012,mars pe ha apun 
2013,Nairobi
2014,"Dungarpur, India"
2015,"sikar,india"
2016,india
2017,dyan sa national bookstore
2018,"Hyderabad, India"
2019,"Aurangabad, India"
2020,"Punjab, India"
2021,"sikar,india"
2022,Hogwarts with BTS
2023,Dholpur
2024,"Badlapur, India"
2025,"sikar,india"
2026,"Aurangabad, India"
2027,nz | 
2028,"sikar,india"
2029,"Saharanpur, India"
2030,"Narsimhapur, India"
2031,"Bikaner, India"
2032,"Isnapur, India"
2033,souffle
2034,"Narsimhapur, India"
2035,"Chhattisgarh, India"
2036,Glassboro
2037,"Narsimhapur, India"
2038,"Lahore, Pakistan"
2039,nick’s face
2040,"Narsimhapur, India"
2041,"Greater Noida, India"
2042,Dholpur
2043,Chhattisgarh | Delhi | India
2044,Brain 
2045,"Bhavnagar, India"
2046,India
2047,"Ranchi, India"
2048,"Aurangabad, India"
2049,"Saharanpur, India"
2050,"Dongargarh, India"
2051,Groningen Netherlands
2052,Lucknow 
2053,Dholpur
2054,"Washington, DC"
2055,"Jammu, Jammu And Kashmir"
2056,Friend zone
2057,"Cleveland, OH"
2058,nai bataungi
2059,Chhattisgarh | Delhi | India
2060,"Surat, India"
2061,"New Delhi, India"
2062,Kolkata
2063,"Jammu, Jammu And Kashmir"
2064,"Hyderabad, India"
2065,Chamba HP 
2066,"Bahadurgarh, India"
2067,Kenya
2068,"Darbhanga, Madhubani ( Bihar)"
2069,"Mumbai, India"
2070,New delhi 
2071,Chhattisgarh | Delhi | India
2072,"Rajasthan, India"
2073,Canberra
2074,"Dongargarh, India"
2075,"Hyderabad, India"
2076,"Haryana, India"
2077,rajnadgaon
2078,Barcelona
2079,"Manipur, India"
2080,"Varanasi,Uttar Pradesh, India"
2081,New delhi 
2082,India
2083,"DLF City Phase 1, Gurgaon"
2084,India
2085,"Semey,Kazak"
2086,Bhilwara Rajasthan India
2087,"Rajasthan, India"
2088,"Indore, India"
2089,Kenya
2090,"Karnataka, India"
2091,Vadodara
2092,"Rajasthan, India"
2093,"Aurangabad, India"
2094,"Manila, Philippines"
2095,"Ambikapur, chhattisgarh"
2096,New delhi 
2097,"Habibpur, Sahibganj Jharkhand "
2098,Chhattisgarh | Delhi | India
2099,"Aurangabad, India"
2100,Varanasi
2101,"Siwan, India"
2102,Opposite my Cellular Device
2103,Telangana 
2104,"Navi Mumbai, India"
2105,KOTPUTLI JAIPUR ( RAJASTHAN )
2106,karnataka 
2107,Maharashtra
